athlete_code,name,gender,country_code,country,nationality_code,nationality,disciplines,events,birth_date,birth_country,hobbies,occupation,lang,reason,hero,medal_type,medal_code,medal_date,has_medal
1907247,HOLT Nina,Female,GER,Germany,GER,Germany,['Swimming'],"[""Women's 4 x 100m Medley Relay"", 'Relay Only Athlete', 'Mixed 4 x 100m Medley Relay']",2003-02-01,Germany,,,German,,,None,None,None,False
1907251,VARJASI Peter,Male,GER,Germany,GER,Germany,['Swimming'],"[""Men's 4 x 100m Freestyle Relay"", 'Relay Only Athlete']",2000-01-18,,,Student,"English, German, Hungarian",,,None,None,None,False
1907262,SCHULZE Nele,Female,GER,Germany,GER,Germany,['Swimming'],"[""Women's 4 x 200m Freestyle Relay"", 'Relay Only Athlete']",2004-02-20,,,,German,,,None,None,None,False
1907285,WINKLER Kaii,Male,GER,Germany,GER,Germany,['Swimming'],"[""Men's 100m Butterfly""]",2006-03-27,United States,,,English,,,None,None,None,False
1907297,CAMARA Marine Fatoumatta Colette,Female,MLI,Mali,MLI,Mali,['Boxing'],"[""Women's 57kg""]",1995-01-28,France,,,French,"Was a big WWE wrestling fan and initially wanted to be a wrestler. Had a chance meeting with a boxer, who introduced her to a boxing club instead. After starting the sport, she fell in love with it and never left","Boxer Mohammed Diaby (FRA/MLI), who became the first boxer from Mali to qualify for the Olympic Games",None,None,None,False
1907647,SANCHEZ PAGES Matias,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1996-09-20,Argentina,His chow chow dog Loki,Athlete,Spanish,"Started playing at a sports club where his father has been a coach and his mother has served as president. ""Since I was a kid I went to the Obras San Juan Club - swimming in the summer and volleyball in the winter."" (myInfo)","Volleyball player William Arjona (BRA), 2016 Olympic champion, 2018 World Championships silver medallist",None,None,None,False
1907650,MARTINEZ FRANCHI Jan,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1998-01-28,,,Athlete,Spanish,Took up volleyball because his family played,,None,None,None,False
1907654,PALONSKY Luciano,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1999-07-08,Argentina,,Athlete,Spanish,,,None,None,None,False
1907656,LOSER Agustin,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1997-10-12,Argentina,"Spending time with friends, watching films, gaming, watching other sports",Athlete,Spanish,,,None,None,None,False
1907658,DANANI Santiago,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1995-12-12,Argentina,,Athlete,Spanish,,,None,None,None,False
1907671,PALACIOS Ezequiel,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1992-10-02,Argentina,,Athlete,Spanish,"Failed in a trial as a goalkeeper for the Argentinos Juniors football team, so he decided to switch to volleyball instead as he had enjoyed playing it as part of his physical education class at school",,None,None,None,False
1907676,LIMA Bruno,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1996-02-04,Argentina,Listening to music,Athlete,Spanish,Took up volleyball because he wanted to be more active athletically,,None,None,None,False
1907678,GONZALEZ LOPEZ Gaila Ceneida,Female,DOM,Dominican Republic,DOM,Dominican Republic,['Volleyball'],['Women'],1997-06-25,Dominican Republic,Cooking,Athlete,Spanish,Her dentist noticed her height and suggested she try volleyball,"Volleyball player Gina Mambru (DOM), 2012 Olympian, 2009 World Grand Championships Cup bronze medallist, 2015 Pan American Games bronze medallist",None,None,None,False
1907680,de CECCO Luciano,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1988-06-02,Argentina,,Athlete,"Italian, Spanish",Took up volleyball to remain active after ending his basketball career,"Basketball player Manu Ginobili (ARG), four-time National Basketball Association (NBA) champion (2003, 2005, 2007, 2014) with the San Antonio Spurs where he played his entire 16-year NBA career, two-time OIympic medallist (2004 gold, 2008 bronze), 2002 World Cup silver medallist.</p><p>Basketball player Shaquille O'Neal (USA), four-time National Basketball Association (NBA) champion with the Los Angeles Lakers (2000, 2001, 2002) and Miami Heat (2006), 1996 Olympic champion, 1994 World Cup champion",None,None,None,False
1907695,KOUKARTSEV Pablo Sergio,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1993-03-25,Argentina,,Athlete,"Russian, Spanish",Took up volleyball because his parents played,"Volleyball player Luciano De Cecco (ARG), 2020 Olympic bronze medallist, 2015 Pan American Games champion.</p><p>Volleyball player Maxim Mikhaylov (RUS), three-time Olympic medallist (2012 gold, 2020 silver, 2008 bronze), two-time European champion (2013, 2017).</p><p>Volleyball player Rafael Pascual (ESP), two-time Olympian (1992, 2000), 2007 European champion, 1998 World Championships most valuable player",None,None,None,False
1907753,FONSECA Natalia,Female,ANG,Angola,ANG,Angola,['Handball'],['Women'],1998-12-25,Angola,,Athlete,Portuguese,,,None,None,None,False
1907784,VICENTIN Luciano,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],2000-04-04,Argentina,Cooking,Athlete,"English, Spanish",Took up volleyball because it was offered as a sport at the club near where he lived and it intrigued him,"Volleyball player Wilfredo Leon (CUB/POL), 2020 Olympian (POL) and 2010 Youth Olympic Games champion (CUB), 2010 World Championship silver medallist (CUB)",None,None,None,False
1907854,GONZALEZ Geraldine Sthefany,Female,DOM,Dominican Republic,DOM,Dominican Republic,['Volleyball'],['Women'],2002-04-18,,,Athlete,Spanish,,,None,None,None,False
1907868,CARLOS Azenaide,Female,ANG,Angola,ANG,Angola,['Handball'],['Women'],1990-06-14,Angola,,Athlete,"Portuguese, Spanish","Her friend introduced her to the sport. ""Then it became my passion."" (myInfo)",,None,None,None,False
1907874,DOUARRE Ameline,Female,FRA,France,FRA,France,['Wrestling'],"[""Women's Freestyle 62kg""]",2000-12-11,,"Going for walks, watching rugby",Athlete,French,,,None,None,None,False
1907876,LARROQUE Koumba,Female,FRA,France,FRA,France,['Wrestling'],"[""Women's Freestyle 68kg""]",1998-08-22,France,"Travel, fashion",Athlete,French,"She was influenced by her two older brothers, who had started wrestling training. She admits she did not enjoy the sport at first but her first few victories in competition motivated her to continue. She also has a younger brother and sister who tried the sport, but says “I'm the only one who stuck with it.” (myInfo)",,None,None,None,False
1907893,SYLLA Mamadassa,Male,FRA,France,FRA,France,['Wrestling'],"[""Men's Greco-Roman 67kg""]",1993-06-15,,,Athlete,French,,,None,None,None,False
1907946,PASCOAL Stelvia,Female,ANG,Angola,ANG,Angola,['Handball'],['Women'],2002-10-20,,,Athlete,Portuguese,,,None,None,None,False
1907952,MILLER Zion,Male,BAH,Bahamas,BAH,Bahamas,['Athletics'],['4 x 400m Relay Mixed'],2006-11-18,Bahamas,,"Athlete, student",English,,,None,None,None,False
1907957,AHYE Michelle-Lee,Female,TTO,Trinidad and Tobago,TTO,Trinidad and Tobago,['Athletics'],"[""Women's 100m"", ""Women's 4 x 100m Relay""]",1992-04-10,Trinidad and Tobago,,Athlete,English,"""I got involved in track and field during PE (physical education) class. We were doing some runs and I guess [my teacher] saw it in me and told my mother. From the moment I joined a club and started competing and winning I said to myself, 'Hey, I'm good at this. I should keep it up'."" (myInfo)",,None,None,None,False
1907958,GARDINER Steven,Male,BAH,Bahamas,BAH,Bahamas,['Athletics'],"[""Men's 400m""]",1995-09-12,Bahamas,"Sleeping, spending time with his family, eating good food",Athlete,English,"After playing volleyball during his early teens he decided to try athletics after watching the 2012 Olympic Games on television. Tried the sport through an athletics programme at Moores Island All-Age School, Bahamas. ""I realised I had a talent for running."" (myInfo)",,None,None,None,False
1907961,RUSSELL Alonzo,Male,BAH,Bahamas,BAH,Bahamas,['Athletics'],['4 x 400m Relay Mixed'],1992-02-08,Bahamas,Playing dominoes and pool,Athlete,English,"Influenced by his twin sister, and he wanted to compete and travel with her",His mother,None,None,None,False
1907968,AUGUSTINE Devin,Male,TTO,Trinidad and Tobago,TTO,Trinidad and Tobago,['Athletics'],"[""Men's 100m""]",2003-12-02,Trinidad and Tobago,,"Athlete, student",English,,,None,None,None,False
1907972,KASSOMA Albertina,Female,ANG,Angola,ANG,Angola,['Handball'],['Women'],1996-06-12,Angola,,Athlete,Portuguese,"Began after her father took her to the training centre of the Primeiro de Agosto club in Luanda, after convincing her that her physical condition was good enough to join the team. ""In fact, I never wanted to play handball. It was practically out of obligation. My late father took the initiative out of nowhere to get me to play."" (chocolate.co.ao, 15 Dec 2023)",,None,None,None,False
1907975,MARTINEZ Jineiry,Female,DOM,Dominican Republic,DOM,Dominican Republic,['Volleyball'],['Women'],1997-12-03,Dominican Republic,"Dancing, drawing, art, watching films",Athlete,Spanish,Inspired to take up volleyball by her older sister Brayelin,,None,None,None,False
1908134,THOMAS Donald,Male,BAH,Bahamas,BAH,Bahamas,['Athletics'],"[""Men's High Jump""]",1984-07-01,Bahamas,"Watching movies and TV series, sports. Spending time with family",Athlete,English,Took up the sport when a member of the university athletics team made a bet with him that he could not clear a bar at 183cm. He went on to clear 213cm,"Basketball player Michael Jordan (USA), six-time National Basketball Association (NBA) champion with the Chicago Bulls (1991-93, 1996-98), two-time Olympic gold medallist (1984, 1992)",None,None,None,False
1908136,PAULO Helena,Female,ANG,Angola,ANG,Angola,['Handball'],['Women'],1998-01-24,Angola,,Athlete,Portuguese,,,None,None,None,False
1908149,RAMOS Martin,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1991-08-26,Argentina,Going to movies,Athlete,Spanish,His parents encouraged him to take up volleyball,"Volleyball player Javier Filardi (ARG), 2015 Pan American Games champion, played at the 2014 World Championships (11th)",None,None,None,False
1908151,ZERBA Nicolas,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1999-06-13,Argentina,Reading,Athlete,Spanish,,,None,None,None,False
1908152,SANTOS Natalia,Female,ANG,Angola,ANG,Angola,['Handball'],['Women'],1986-12-25,Angola,,Athlete,Portuguese,Followed her sister into the sport,,None,None,None,False
1908163,CONTE Facundo,Male,ARG,Argentina,ARG,Argentina,['Volleyball'],['Men'],1989-08-25,Argentina,Meditation,Athlete,"English, Italian, Spanish",Followed his parents into the sport,"His father, volleyball player Hugo Conte (ARG), 1988 Olympic bronze medallist, 1992 World Championship bronze medallist",None,None,None,False
1908169,ANDREWS Antoine,Male,BAH,Bahamas,BAH,Bahamas,['Athletics'],"[""Men's 110m Hurdles""]",2003-04-12,Bahamas,,"Athlete, student",English,,,None,None,None,False
1908173,MILLER Wendell,Male,BAH,Bahamas,BAH,Bahamas,['Athletics'],['4 x 400m Relay Mixed'],2003-01-03,,,Athlete,English,,,None,None,None,False
1908181,CHARLTON Devynne,Female,BAH,Bahamas,BAH,Bahamas,['Athletics'],"[""Women's 100m Hurdles""]",1995-11-26,Bahamas,"Scuba diving, listening to music, watching movies and spending time with friends and family",Athlete,English,,"Debbie Ferguson-McKenzie (BAH), three-time Olympic medallist (one gold, one silver, one bronze), five-time Olympian (1996, 2000, 2004, 2008, 2012), four-time world championships medallist (two gold, one silver, one bronze)",None,None,None,False
1908183,MILLER-UIBO Shaunae,Female,BAH,Bahamas,BAH,Bahamas,['Athletics'],"[""Women's 400m""]",1994-04-15,Bahamas,,Athlete,English,"Was 10 years old when competing at the Caribbean Union of Teachers Games in Kingston, Jamaica. “I ended up winning the overall championship for my division and, on reflection, that is the moment I started to fall in love with the sport. I was so inspired I went home to my father and said, 'I want to one day be a Golden Girl'. They laughed at me at first, but that's what I am now doing.” (myInfo)","Sprinter Veronica Campbell-Brown (JAM), eight-time Olympic medallist (three gold, three silver, two bronze) over five Olympic Games (2000, 2004, 2008, 2012, 2016), 11-time world championship medallist (three gold, seven silver, one bronze).<br> <br>Sprinter Marie-Jose Perec (FRA), three-time Olympic champion (200m, 400m), two-time world 400m champion (1991, 1995)",None,None,None,False
1908195,DOLGOPYAT Artem,Male,ISR,Israel,ISR,Israel,['Artistic Gymnastics'],"['Men', ""Men's Floor Exercise"", ""Men's Pommel Horse""]",1997-06-16,Ukraine,,Athlete,"English, Hebrew, Russian","His father did gymnastics for a few years and encouraged him to try it. ""I remember coming into the hall and I saw a lot of children jumping on the trampoline and doing saltos. The kids were two to three years older, I was the smallest in the class. At first, I practised once a week, then twice, then three times. The coach promised candy if I did the elements. Then he replaced candy with juice. But my father started setting specific goals. At 11 years old I was already training for four to five hours each day."" (gymnovosti.com, 27 Nov 2017)","Artistic gymnast Alex Shatilov (ISR), four-time Olympian (2008-2020), two-time world championship bronze medallist (floor)",Silver Medal,2.0,2024-08-03,True
1908198,GUILLEN PAREDES Madeline Jazmin,Female,DOM,Dominican Republic,DOM,Dominican Republic,['Volleyball'],['Women'],2001-06-04,Dominican Republic,,Athlete,Spanish,Took up volleyball at the suggestion of a coach at the local sports club,"Volleyball player Bethania de la Cruz (DOM), two-time Olympian (2012, 2020), three-time NORCECA champion (2009, 2019, 2021), two-time Pan American Games medallist (2019 gold, 2015 bronze).</p><p>Volleyball player Brayelin Martinez (DOM), 2020 Olympian, two-time NORCECA champion (2019, 2023), three-time Pan American Games medallist (two gold, one bronze)",None,None,None,False
1908219,RAZ Lihie,Female,ISR,Israel,ISR,Israel,['Artistic Gymnastics'],"['Women', ""Women's All-Around"", ""Women's Balance Beam"", ""Women's Floor Exercise"", ""Women's Uneven Bars"", ""Women's Vault""]",2003-09-14,United States,,Athlete,English,"Her coach, Moran Klefner, discovered her in kindergarten while searching for potential competitive gymnasts. ""In one of the gardens I saw her sitting almost in a split, a beautiful girl with green eyes and no teeth. I immediately saw the talent but never dreamed how far (she) would go."" (haronline.co.il, 21 Dec 2020)","Artistic gymnast Simone Biles (USA), seven-time Olympic medallist (four gold, one silver, two bronze); 30-time world championship medallist (23 gold, four silver, three bronze). </p><p>Artistic gymnast Aly Raisman (USA), six-time Olympic medallist (three gold, two silver, one bronze) and four-time world championship medallist (two gold, one silver, one bronze)",None,None,None,False
1908226,BAKANOV Shani,Female,ISR,Israel,ISR,Israel,['Rhythmic Gymnastics'],['Group All-Around'],2006-02-27,Israel,,"Athlete, student",Hebrew,Her mother enrolled her,,Silver Medal,2.0,2024-08-10,True
1908229,OTABOR Rhema,Female,BAH,Bahamas,BAH,Bahamas,['Athletics'],"[""Women's Javelin Throw""]",2002-12-03,Bahamas,"Spending time with her family, Junkanoo Bahamian music and other aspects of Bahamian culture","Athlete, student",English,,,None,None,None,False
1908230,SVERTSOV Diana,Female,ISR,Israel,ISR,Israel,['Rhythmic Gymnastics'],['Group All-Around'],2004-11-15,,,Athlete,"English, Hebrew",Her mother enrolled her,,Silver Medal,2.0,2024-08-10,True
1908232,TAYLOR Charisma,Female,BAH,Bahamas,BAH,Bahamas,['Athletics'],"[""Women's 100m Hurdles"", ""Women's Triple Jump""]",1999-09-03,Bahamas,Fishing,Athlete,English,,"Triple jumper Leevan Sands (BAH), 2008 Olympic bronze medallist, four-time Olympian (2004, 2008, 2012, 2016), 2003 World Championships bronze medallist. Coach.</p><p>Sprinter Sanya Richards-Ross (USA), five-time Olympic medallist (four gold, one bronze) over three Olympic Games (2004, 2008, 2012), seven-time world championship medallist (five gold, two silver)",None,None,None,False
1908233,PARITZKI Romi,Female,ISR,Israel,ISR,Israel,['Rhythmic Gymnastics'],['Group All-Around'],2004-06-17,,Travelling,Armed forces athlete,"English, Hebrew",Went to watch her sister in a rhythmic gymnastic class and was impressed by the coordination and the work of the implements. Signed up for summer camp and began her career,"Rhythmic gymnast Linoy Ashram (ISR), 2020 Olympic individual all-around champion, 11-time world championship medallist (2017 individual all-around and ribbon; 2018 individual all-around, hoop and ribbon; 2019 individual all-around, hoop, ball, clubs, ribbon, team). </p><p>“She comes from a relatively small association and succeeded despite all the difficulties and without many conditions to reach the top of the world. What didn't they say about her? That she doesn't have (sport-appropriate) data, that she has weight problems, and in the end she came and proved everyone that they were wrong.” (net.co.il, 19 Jun 2023)",Silver Medal,2.0,2024-08-10,True
1908235,SHAHAM Ofir,Female,ISR,Israel,ISR,Israel,['Rhythmic Gymnastics'],['Group All-Around'],2004-11-23,,,Athlete,Hebrew,"Looking for a dance class, she came upon rhythmic gymnastics at the local sports hall. “I was drawn to the combination of gymnastics, dance, apparatus and flashy clothes.” (gfn.co.il, 22 Jun 2022)","Rhythmic gymnast Neta Rivkin (ISR), three-time Olympian (2008, 2012, 2016), 2011 world championship hoop bronze medallist (first world rhythmic gymnastics medal won by an Israeli)",Silver Medal,2.0,2024-08-10,True
1908239,MAITA Jose,Male,VEN,Venezuela,VEN,Venezuela,['Athletics'],"[""Men's 800m""]",1998-04-17,Venezuela,,Athlete,Spanish,,,None,None,None,False
1908240,FRIEDMANN Adar,Female,ISR,Israel,ISR,Israel,['Rhythmic Gymnastics'],['Group All-Around'],2006-07-18,,,"Athlete, student",Hebrew,"“When I was younger I was very shy, and I tried to develop myself in a very special way. It's a very artistic, gentle and intelligent sport.” (frogi.co.il, 9 Jun 2022)","Rhythmic gymnast Linoy Ashram (ISR), 2020 Olympic individual all-around champion, 11-time world championship medallist (2017 individual all-around and ribbon; 2018 individual all-around, hoop and ribbon; 2019 individual all-around, hoop, ball, clubs, ribbon, team).</p><p>“She really inspired everyone and showed us that everything is possible, that we can go through and overcome any barrier or obstacle and everything will really be as we wanted, only if we succeed and work hard.” (frogi.co.il, 9 Jun 2022)",Silver Medal,2.0,2024-08-10,True
1908246,ATAMANOV Daria,Female,ISR,Israel,ISR,Israel,['Rhythmic Gymnastics'],['Individual All-Around'],2005-12-06,Israel,"Reading, listening to music, drawing, watching television, cooking, baking",Athlete,Hebrew,She had watched rhythmic gymnastics during the Olympic Games on television. Her dance teacher told her about a nearby rhythmic gymnastics club that would be suitable for her,"Her coach, Ayelet Zussman.</p><p>Rhythmic gymnast Linoy Ashram (ISR), 2020 Olympic individual all-around champion, 11-time world championship medallist (2017 individual all-around and ribbon; 2018 individual all-around, hoop and ribbon; 2019 individual all-around, hoop, ball, clubs, ribbon, team), who hails from her club. </p><p>“I saw her develop all the way and how hard she worked in order to be an Olympic champion, and you want to be like her. When you work next to her, you understand what needs to be done in order to get to that level.” (olympics.com, 13 Oct 2022)",None,None,None,False
1908256,MARTE FRICA Niverka Dharlenis,Female,DOM,Dominican Republic,DOM,Dominican Republic,['Volleyball'],['Women'],1990-10-19,Dominican Republic,,Athlete,"English, French, Italian, Portuguese, Spanish",,"Volleyball player Milagros Cabral (DOM), two-time Olympian (2004, 2012), 2003 Pan American Games champion, 2009 World Grand Champions Cup bronze medallist.</p><p>Volleyball player Cosiri Rodriguez (DOM), 2004 Olympian, 2003 Pan American Games champion, four-time NORCECA Championships bronze medallist (2001, 2003, 2005, 2007)",None,None,None,False
1908261,MOTA Yoveinny,Female,VEN,Venezuela,VEN,Venezuela,['Athletics'],"[""Women's 100m Hurdles""]",2000-06-20,Venezuela,,Athlete,"English, Spanish",,"Hurdler Kendra Harrison (USA), 2020 Olympic 100m hurdles silver medallist, two-time world championship medallist (2019 silver, 2023 bronze)",None,None,None,False
1908279,GUZMAN Lucas,Male,ARG,Argentina,ARG,Argentina,['Taekwondo'],['Men -58kg'],1994-07-17,Argentina,,Athlete,Spanish,,"Taekwondoin Sebastian Crismanich (ARG), 2012 Olympic champion (-80kg), 2011 Pan American Games champion",None,None,None,False
1908292,TAYLOR Lamar,Male,BAH,Bahamas,BAH,Bahamas,['Swimming'],"[""Men's 100m Freestyle""]",2003-06-21,,,Athlete,English,,,None,None,None,False
1908304,GIBBS Rhanishka,Female,BAH,Bahamas,BAH,Bahamas,['Swimming'],"[""Women's 50m Freestyle""]",2006-04-19,,,Athlete,English,,,None,None,None,False
1908333,LAFOND Thea,Female,DMA,Dominica,DMA,Dominica,['Athletics'],"[""Women's Triple Jump""]",1994-04-05,Dominica,,"Athlete, paraeducator (high school)",English,"First joined distance runners when she started in athletics. Coach convinced her to watch and copy another runner who was doing hurdles. That began her jumping career. Did combined events, triple and long jump and hurdles during her National Collegiate Athletics Association (NCAA) career. After a conversation with 1992 Olympic 110m hurdles bronze medallist Jack Pierce (USA), she decided to focus on the triple jump from 2015","Triple jumper Jonathan Edwards (GBR), two-time Olympic medallist (2000 gold, 1996 silver), four-time Olympian (1988, 1992, 1996, 2000), five-time world championship medallist (two gold, one silver, two bronze).</p><p>Triple jumper Christian Taylor (USA), two-time Olympic champion (2012, 2016), four-time world champion (2011, 2015, 2017, 2019)",Gold Medal,1.0,2024-08-03,True
1908350,BOWEN Alex,Male,USA,United States,USA,United States,['Water Polo'],['Men'],1993-09-04,United States,"Surfing, drawing, playing computer games",Athlete,English,Father got him involved in water polo,"Baseball player Tony Gwynn (USA), played 20 seasons in Major League Baseball (MLB) for the San Diego Padres (1982–2001), making two appearances in the World Series (1984, 1998)",Bronze Medal,3.0,2024-08-11,True
1908352,CUPIDO Luca,Male,USA,United States,USA,United States,['Water Polo'],['Men'],1995-11-09,Italy,"Watching movies, watching basketball, travelling",Athlete,"English, Italian",Took up water polo to follow in the footsteps of his father and older brother,"Basketball player Lebron James (USA), four-time National Basketball Association (NBA) champion with the Miami Heat (2012, 2013), Cleveland Cavaliers (2016) and Los Angeles Lakers (2020), 19-time All-Star, two-time Olympic gold medallist (2008, 2012)",Bronze Medal,3.0,2024-08-11,True
1908353,DAUBE Hannes,Male,USA,United States,USA,United States,['Water Polo'],['Men'],2000-01-05,United States,"Playing basketball, snowboarding, surfing, spending time with friends",Athlete,"English, German",,,Bronze Medal,3.0,2024-08-11,True
1908354,DODD Chase William,Male,USA,United States,USA,United States,['Water Polo'],['Men'],2003-04-05,United States,"Hiking, mountain biking, off-roading, racing, spending time with family",Student,English,Found water polo an alternative to swimming while looking to stay fit,"Swimmer Michael Phelps (USA), 28-time Olympic medallist (23 gold, three silver, two bronze); 33-time world championship medallist (26 gold, six silver, one bronze)",Bronze Medal,3.0,2024-08-11,True
1908355,DODD Ryder,Male,USA,United States,USA,United States,['Water Polo'],['Men'],2006-01-19,United States,,Student,English,Inspired by his older brother Chase to take up water polo having been a swimmer before that,,Bronze Medal,3.0,2024-08-11,True
1908357,HALLOCK Ben,Male,USA,United States,USA,United States,['Water Polo'],['Men'],1997-11-22,United States,"Spending time with family and friends, spending time at the beach, watching American football",Athlete,English,Parents wanted him to try something new,"Boxer Muhammad Ali, born Cassius Clay (USA), former undisputed heavyweight champion of the world, 1960 Olympic champion (light heavyweight), nicknamed 'The Greatest' and regarded as one of the most significant sports figures of the 20th century",Bronze Medal,3.0,2024-08-11,True
1908359,HOLLAND Drew,Male,USA,United States,USA,United States,['Water Polo'],['Men'],1995-04-11,United States,Playing basketball,Athlete,English,Began playing water polo after being inspired by his older brothers,"Water polo player Merrill Moses (USA), 2008 Olympic silver medallist, three-time Olympian (2008, 2012, 2016), three-time Pan American Games champion (2007, 2011, 2015)",Bronze Medal,3.0,2024-08-11,True
1908360,HOOPER Johnny,Male,USA,United States,USA,United States,['Water Polo'],['Men'],1997-06-24,United States,"Surfing, photography",Athlete,"English, Japanese",A friend of the family advised his mother that he should take up the sport,,Bronze Medal,3.0,2024-08-11,True
1908361,IRVING Max,Male,USA,United States,USA,United States,['Water Polo'],['Men'],1995-05-21,United States,"Surfing, golf, basketball, ice skating",Athlete,English,"Played different sports but after spending time at a summer camp, counsellors there told his parents how good he was at water polo","Basketball player Lebron James (USA), four-time National Basketball Association (NBA) champion with the Miami Heat (2012, 2013), Cleveland Cavaliers (2016) and Los Angeles Lakers (2020), 19-time All-Star, two-time Olympic gold medallist (2008, 2012)",Bronze Medal,3.0,2024-08-11,True
1908365,OBERT Alex,Male,USA,United States,USA,United States,['Water Polo'],['Men'],1991-12-18,United States,"Watching and playing basketball, cooking, hiking",Athlete,English,To remain in shape for basketball,,Bronze Medal,3.0,2024-08-11,True
1908369,VAVIC Marko,Male,USA,United States,USA,United States,['Water Polo'],['Men'],1999-04-25,United States,"Surfing, skateboarding, freediving, spear fishing, playing basketball, volleyball",Athlete,English,,"Basketball player Allen Iverson (USA), played 14 seasons in the National Basketball Association (NBA) spending 10 with the Philadelphia 76ers (1996-2006), and is a 2004 Olympic bronze medallist",Bronze Medal,3.0,2024-08-11,True
1908370,WEINBERG Adrian,Male,USA,United States,USA,United States,['Water Polo'],['Men'],2001-11-25,United States,,,English,Became interested after watching local teenagers play,"Water polo player Viktor Nagy (HUN), 2002 Olympic bronze medallist, three-time Olympian (2012, 2016, 2020), three-time world championship medallist (one gold, two silver)",Bronze Medal,3.0,2024-08-11,True
1908371,WOODHEAD Dylan,Male,USA,United States,USA,United States,['Water Polo'],['Men'],1998-09-25,United States,"Golf, surfing, cooking, painting, gardening, building, dogs, watching films, design",Athlete,"English, French",,,Bronze Medal,3.0,2024-08-11,True
1908373,AUSMUS Emily Mary,Female,USA,United States,USA,United States,['Water Polo'],['Women'],2005-12-12,United States,Travelling and collecting magnets from each country she visits,"Athlete, student",English,Took up water polo because her brother was playing the sport,"Water polo player Rachel Fattal (USA), two-time Olympic champion (2016, 2020), five-time world champion (2015, 2017, 2019, 2022, 2024).</p><p>Water polo player Maddie Musselman (USA), two-time Olympic champion (2016, 2020), five-time world champion (2015, 2017, 2019, 2022, 2024).</p><p>Water polo player Maggie Steffens (USA), three-time Olympic champion (2012, 2016, 2020), five-time world champion (2015, 2017, 2019, 2022, 2024)",None,None,None,False
1908375,FATTAL Rachel,Female,USA,United States,USA,United States,['Water Polo'],['Women'],1993-12-10,United States,"Reading, watching movies and going on adventures","Athlete. Assistant water polo coach at Long Beach State University (Los Angeles, CA, USA) since 2022",English,"Watching gymnastics at Olympic Games Athens 2004 inspired her to become an Olympian. Her swimming coach used to throw balls in the pool after practice and she got a taste of water polo. ""When I was younger I wanted to be a gymnast, then I wanted to play volleyball - then water polo became my life."" (usawaterpolo.org)","Beach volleyball player Misty May-Treanor (USA), three-time Olympic champion (2004, 2008, 2012), three-time world champion (2003, 2005, 2007) and 2011 silver medallist. </p><p>Water polo player Kiley Neushul (USA), 2016 Olympic champion, three-time world champion (2015, 2017, 2019)",None,None,None,False
1908376,FLYNN Jenna,Female,USA,United States,USA,United States,['Water Polo'],['Women'],2004-06-11,United States,,Athlete,English,,,None,None,None,False
1908377,GILCHRIST Kaleigh,Female,USA,United States,USA,United States,['Water Polo'],['Women'],1992-05-16,United States,"Surfing, travelling","Athlete, business owner",English,One of her friends encouraged her to try it,"Basketball player Kobe Bryant (USA), five-time National Basketball Association (NBA) champion with the Los Angeles Lakers (2000-02, 2009, 2010),  two-time Olympic champion (2008, 2012). Died in a helicopter crash in 2020. </p><p> Surfer Kelly Slater (USA), 11-time world champion",None,None,None,False
1908378,JOHNSON Ashleigh,Female,USA,United States,USA,United States,['Water Polo'],['Women'],1994-09-12,United States,"Cooking, baking, reading",Athlete,"English, Spanish",Tried the sport with her siblings after their swimming lessons at the local pool,"Footballer Thierry Henry (FRA), World Cup winner (1998), European Championship winner (2000), Champions League winner with Barcelona and two-time Premier League winner with Arsenal. A prolific striker who won the Premier League Golden Boot a record four times",None,None,None,False
1908381,LONGAN Amanda,Female,USA,United States,USA,United States,['Water Polo'],['Women'],1997-01-16,United States,"Watching Supercross, singing, dancing, listening to music",Athlete,English,Joined a friend at a trial session,"Surfer Bethany Hamilton (USA), enjoyed a successful professional career despite losing an arm in a shark attack at age 13",None,None,None,False
1908383,MUSSELMAN Maddie,Female,USA,United States,USA,United States,['Water Polo'],['Women'],1998-06-16,United States,"Reading, baking",Athlete,English,,"Basketball player Steph Curry (USA), four-time NBA champion with Golden State Warriors (2015, 2017, 2018, 2022), two-time NBA MVP (2015, 2016), two-time World Cup winner (2010, 2014).</p><p>Swimmer Jason Lezak (USA), eight-time Olympic medallist (four gold, two silver, two bronze) over four Olympic Games (2000, 2004, 2008, 2012), six-time world championship medallist (four gold, one silver one bronze)",None,None,None,False
1908384,NEUSHUL Ryann,Female,USA,United States,USA,United States,['Water Polo'],['Women'],1999-12-30,United States,,"Athlete, student","English, Spanish",Took up water polo because her family was involved in the sport,,None,None,None,False
